date,agency,subject,message
11/30/22 10:59 PM,NYC,"Update: BX, 2 Train, Delays",Northbound 2 trains are running with delays after we investigated why a train's brakes were activated at Allerton Av.
11/30/22 10:46 PM,NYC,"BX, 2 Train, Delays",Northbound 2 trains are delayed while we investigate why a train's brakes were activated at Allerton Av.
11/30/22 10:41 PM,NYC,"Update: BKLYN, D and Q Trains, Delays",Northbound D/N/Q trains are delayed after we addressed a mechanical problem on a train near DeKalb Av.
11/30/22 10:37 PM,NYC,"BKLYN, D and Q Trains, Delays",Northbound D/Q trains are delayed while we address a mechanical problem on a train near DeKalb Av.
11/30/22 10:34 PM,NYC,"Update: BX, 6 Train, Delays",Northbound 6 trains are running with delays after we addressed a switch malfunction near Pelham Bay Park. Northbound 6 trains have resumed local service from Parkchester to Pelham Bay Park.
11/30/22 10:13 PM,NYC,"BX, 6 Train, Delays",Northbound 6 trains are running with delays after we corrected a switch malfunction near Buhre Av.
11/30/22 10:12 PM,NYC,"Update: MANH, D Train, Delays",Northbound D trains are running with delays after we investigated why a train's brakes were activated at Broadway-Lafayette St.
11/30/22 10:06 PM,NYC,"MANH, D Train, Delays",Northbound D trains are delayed while we investigate why a train's brakes were activated at Broadway-Lafayette St.
11/30/22 9:48 PM,NYC,"Update: BKLYN, D and N Trains, Delays",Northbound D/N trains are running with delays after we moved a train that had its brake cord pulled at 36 St.
11/30/22 9:37 PM,NYC,"BKLYN, D and N Trains, Delays",Northbound D/N trains are delayed while we investigate why a train's brakes activated at 36 St.
11/30/22 9:33 PM,NYC,"Update: BKLYN, Q Train, Delays",Southbound Q trains are running with delays after we removed a train from service that had its brakes activated at Beverley Rd. Trains have resumed making regular stops.
11/30/22 9:26 PM,NYC,"BKLYN, Q Train, Local to Express","Southbound Q trains are running express from Prospect Park to Kings Hwy while we investigate why a train's brakes activated at Beverley Rd. If your stop is skipped, take a northbound train."
11/30/22 9:12 PM,NYC,"Update: MANH, C and E Trains, Delays",Southbound C/E trains are running with delays after we moved a train that had its brakes activated at Canal St.
11/30/22 9:04 PM,NYC,"Update: MANH, B, D, F, and M Trains, Delays",Brooklyn-bound B/D/F/M trains are running with delays after we got EMS assistance for a person in need at 14 St. F/M trains have resumed making local stops from 34 St-Herald Sq to W 4 St-Wash Sq.
11/30/22 8:59 PM,NYC,"MANH, C and E Trains, Delays",Southbound C/E trains are delayed while we investigate why a train's brakes activated at Canal St.
11/30/22 8:38 PM,NYC,"Update: BX, 4 and 5 Trains, Delays",Southbound 4/5 trains are running with delays after we addressed a switch malfunction near 149 St-Grand Concourse.
11/30/22 8:35 PM,NYC,"BX, 6 Train, Local to Express","Northbound 6 trains are running express from Parkchester to Pelham Bay Park. If your stop is skipped, take a southbound train. We are addressing a switch malfunction near Pelham Bay Park."
11/30/22 8:33 PM,NYC,"Update: MANH, B, D, F, and M Trains, Multiple Changes","Brooklyn-bound F/M trains are running express from 34 St-Herald Sq to W 4 St-Wash Sq while we request EMS assistance for a person in need at 14 St. Expect delays in B/D/F/M service while trains share tracks. If your stop is skipped, take a Jamaica/Forest Hills-bound train."
11/30/22 8:27 PM,NYC,"MANH, F and M Trains, Delays",Brooklyn-bound F/M trains are delayed while we request EMS assistance for a person in need at 14 St.
11/30/22 8:16 PM,NYC,"Update: MANH, 1, 2, and 3 Trains, Delays",Northbound 1/2/3 trains are running with delays after we moved a train that had its brakes activated near Houston St. Trains have resumed making regular station stops.
11/30/22 8:14 PM,NYC,"Update: BKLYN, A and C Trains, Delays",Southbound A/C trains are running with delays after we addressed a signal malfunction at Jay St-MetroTech.
11/30/22 8:14 PM,NYC,"Update: BKLYN, D and N Trains, Delays",Southbound D/N trains are running with delays after we removed a downed tree from the tracks at New Utrecht Av. Trains have resumed making regular station stops.
11/30/22 8:05 PM,NYC,"Update: MANH, 4 and 5 Trains, Delays",4/5 trains are running with delays in both directions after we addressed a signal malfunction at 86 St.
11/30/22 8:01 PM,NYC,"BKLYN, A and C Trains, Delays",Southbound A/C trains are delayed while we work to correct a signal malfunction at Jay St-MetroTech.
11/30/22 7:50 PM,NYC,"Update: BKLYN, N Train, Trains Rerouted","Southbound N trains are running via the D line from 36 St to Coney Island-Stillwell Av. If your stop is skipped, take a northbound train. We are removing a downed tree from the tracks at New Utrecht Av. Expect delays in D service."
11/30/22 7:47 PM,NYC,"MANH, 2 and 3 Trains, Express to Local",Northbound 2/3 trains are running on the local track from Chambers St to 34 St-Penn Station. We're investigating why a train's brakes were activated near Houston St.
11/30/22 6:58 PM,NYC,"Update: BKLYN, N Train, Local to Express","Southbound N trains are running express from 59 St to Kings Hwy. We are investigating the cause of a train's brakes being activated at New Utrecht Av. For service to/from bypassed stations, take a northbound train."
11/30/22 6:52 PM,NYC,"BKLYN, N Train, Delays",Southbound N trains are running with delays after we moved a train that had its brakes activated at New Utrecht Av.
11/30/22 6:39 PM,NYC,"Update: MANH, N, Q, R, and W Trains, Delays",Northbound N/Q/R/W trains are running with delays after NYPD responded to a person being disruptive at 49 St. Trains have resumed making regular stops in Manhattan.
11/30/22 6:37 PM,NYC,"Update: QNS, E, F, M, and R Trains, Delays",71 Av-bound M/R and Jamaica-bound E/F trains are running with delays after EMS responded to someone in need at Jackson Hts-Roosevelt Av. Trains have resumed making regular stops.
11/30/22 6:31 PM,NYC,"Update: QNS, 7 Train, Delays","7 trains are running with delays in both directions after we replaced a damaged rail near Vernon Blvd-Jackson Av. As an alternative for service between Manhattan and Queens, consider using an N/W train."
11/30/22 6:29 PM,NYC,"Update: QNS, E, F, M, and R Trains, Multiple Changes","71 Av-bound M/R trains are running express from Jackson Hts-Roosevelt Av to Forest Hills-71 Av. Expect E/F/M/R delays while trains share tracks. What's Happening? EMS is responding to someone in need at Jackson Hts-Roosevelt Av. If your stop is skipped, take a southbound train."
11/30/22 6:28 PM,NYC,"QNS, M and R Trains, Delays",71 Av-bound M/R trains are delayed while we request EMS assistance for someone in need at Jackson Hts-Roosevelt Av.
11/30/22 6:22 PM,NYC,"Update: MANH, N, Q, R, and W Trains, Multiple Changes","Northbound R/W trains are running express from 34 St-Herald Sq to 57 St-7 Av while NYPD responds to a person being disruptive at 49 St. Expect N/Q delays while trains share tracks. If your stop is skipped, take a southbound train."
11/30/22 6:19 PM,NYC,"MANH, R and W Trains, Delays",Northbound R/W trains are delayed while we request NYPD assistance with a person being disruptive at 49 St.
11/30/22 6:01 PM,NYC,"Update: BX, 2 and 5 Trains, Delays",Northbound 2/5 trains are running with delays after we moved a train that had its brakes activated at West Farms Sq-E Tremont Av.
11/30/22 5:53 PM,NYC,"BX, 2 and 5 Trains, Delays",Northbound 2/5 trains are delayed while we investigate why a train's brakes activated at West Farms Sq-E Tremont Av.
11/30/22 5:48 PM,NYC,"Update: MANH, B and D Trains, Delays",B/D trains are running with delays in both directions while we address a signal problem near 7 Av.
11/30/22 5:39 PM,NYC,"Update: QNS, 7 Train, Delays","7 trains are running with significant delays in both directions after we replaced a damaged rail near Vernon Blvd-Jackson Av. 7 trains have resumed making regular station stops. As an alternative for service between Manhattan and Queens, consider using an N/W train."
11/30/22 5:38 PM,NYC,"Update: BX, 4 and 5 Trains, Multiple Changes","Southbound 4 trains are bypassing 138 St-Grand Concourse. If your stop is skipped, take a northbound train. Southbound 4/5 trains are delayed while we work to address a switch malfunction near 149 St-Grand Concourse. Additional Service Changes: Some 5 trains are running via the 2 line in both directions between Nevins St and 149 St-Grand Concourse."
11/30/22 5:37 PM,NYC,"Update: QNS, 7 Train, Delays","7 trains are running with significant delays in both directions after we replaced a damaged rail near Vernon Blvd-Jackson Av. 7 trains have resumed making regular station stops. 7X service remains suspended. As an alternative for service between Manhattan and Queens, consider using an N/W train."
11/30/22 5:31 PM,NYC,"Update: BKLYN, 2, 3, and 5 Trains, Delays",Northbound 2/3/5 trains are running with delays after we removed a train with a mechanical problem from service at Borough Hall.
11/30/22 5:29 PM,NYC,"Update: QNS, 7 Train, Delays","7 trains are running with significant delays in both directions after we replaced a damaged rail near Vernon Blvd-Jackson Av. 7 trains have resumed making regular station stops. 7X service remains suspended. LIRR will accommodate MetroCard/OMNY holders at no additional charge at Penn Station, Woodside, Forest Hills, Kew Gardens, Jamaica, Mets-Willets Point, and Flushing. As an alternative for service between Manhattan and Queens, consider using an N/W train."
11/30/22 5:14 PM,NYC,"BKLYN, 2, 3, and 5 Trains, Delays",Northbound 2/3/5 trains are delayed while we remove a train with a mechanical problem from service at Borough Hall.
11/30/22 5:10 PM,NYC,"Update: MANH, A and D Trains, Delays",Southbound A/D trains are running with delays after EMS responded to a person in need at 59 St-Columbus Circle.
11/30/22 5:10 PM,NYC,"Update: BX, 4 and 5 Trains, Multiple Changes","Southbound 4 trains are bypassing 138 St-Grand Concourse. If your stop is skipped, take a northbound train. Southbound 4/5 trains are delayed while we work to address a switch malfunction near 149 St-Grand Concourse."
11/30/22 5:06 PM,NYC,"Update: BX, BKLYN, 4 and 5 Trains, Multiple Changes",Some northbound 5 trains are running via the 2 line from Nevins St to 149 St-Grand Concourse. 4/5 trains are delayed in both directions while we work to address a signal malfunction at 86 St.
11/30/22 5:06 PM,NYC,"Update: MANH, F and M Trains, Delays",Jamaica-bound F and Forest Hills-bound M trains are running with delays after EMS responded to someone in need at 47-50 Sts-Rockefeller Ctr.
11/30/22 5:05 PM,NYC,"MANH, A and D Trains, Delays",Southbound A/D trains are delayed while EMS responds to a person in need at 59 St-Columbus Circle.
11/30/22 5:03 PM,NYC,"MANH, F and M Trains, Delays",Jamaica-bound F and Forest Hills-bound M trains are delayed while EMS responds to someone in need at 47-50 Sts-Rockefeller Ctr.
Menu,Menu,Menu,Menu
12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages
11/30/22 5:00 PM,NYC,"MANH, 4 and 5 Trains, Delays",4/5 trains are delayed in both directions while we work to address a signal malfunction at 86 St.
11/30/22 4:59 PM,NYC,"BX, 4 and 5 Trains, Delays",Southbound 4/5 trains are delayed while we work to address a switch malfunction near 149 St-Grand Concourse.
11/30/22 4:57 PM,NYC,"Update: QNS, 7 Train, Multiple Changes","There is extremely limited 7 service between 34 St-Hudson Yards and Queensboro Plaza while we conduct urgent track maintenance near Vernon Blvd-Jackson Av. Hudson Yards-bound 7 trains will arrive on the Flushing-bound track from Hunters Point Av to 5 Av. 7X service is suspended. As an alternative for service between Manhattan and Queens, consider using an N/W train. For service in Manhattan, consider an S train. For service to/from 34 St-Hudson Yards, consider an M34-SBS bus to/from stations along 34 St. LIRR will accommodate MetroCard/OMNY holders at no additional charge at Penn Station, Woodside, Forest Hills, Kew Gardens, Jamaica, Mets-Willets Point, and Flushing."
11/30/22 4:49 PM,NYC,"Update: BX, 6 Train, Delays",Northbound 6 and 6X trains are running with delays while we continue to correct a switch malfunction near Buhre Av.
11/30/22 4:48 PM,NYC,"MANH, B and D Trains, Delays",Northbound B/D trains are delayed while we address a signal problem near 7 Av.
11/30/22 4:31 PM,NYC,"Update: QNS, A and Rockaway Park S Trains, Delays",Northbound A and H trains are running with delays after we addressed a signal problem at Broad Channel.
11/30/22 4:15 PM,NYC,"Update: BKLYN, D, N, and R Trains, Delays",Southbound D/N/R trains are running with delays after NYPD responded to people being disruptive on a train at 36 St. Trains have resumed making regular station stops.
11/30/22 4:12 PM,NYC,"QNS, A and Rockaway Park S Trains, Delays",A/H trains are delayed in The Rockaways while we address a signal problem at Broad Channel.
11/30/22 4:10 PM,NYC,"Update: BKLYN, D, N, and R Trains, Multiple Changes",Southbound D/N trains are running local from Atlantic Av-Barclays Ctr to 36 St. Expect D/N/R delays while trains share tracks. What's Happening? NYPD is responding to people being disruptive on a train at 36 St.
11/30/22 4:06 PM,NYC,"BKLYN, D and N Trains, Delays",Southbound D/N trains are delayed while we request NYPD assistance with people being disruptive on a train at 36 St.
11/30/22 4:04 PM,NYC,"Update: MANH, B and D Trains, Delays",Northbound B/D trains are running with delays after we addressed a signal problem near 7 Av.
11/30/22 3:51 PM,NYC,"MANH, B and D Trains, Delays",Northbound B/D trains are delayed while we address a signal problem near 7 Av.
11/30/22 3:47 PM,NYC,"MANH, F and M Trains, Delays",Jamaica-bound F and Forest Hills-bound M trains are running with delays after NYPD responded to a person being disruptive at 34 St-Herald Sq.
11/30/22 3:25 PM,NYC,"QNS, 7 Train, Multiple Changes","There is extremely limited 7 service between 34 St-Hudson Yards and Queensboro Plaza while we conduct urgent track maintenance near Vernon Blvd-Jackson Av. Hudson Yards-bound 7 trains will arrive on the Flushing-bound track from Hunters Point Av to 5 Av. 7X service is suspended. As an alternative for service between Manhattan and Queens, consider using an N/W train. For service in Manhattan, consider an S train. For service to/from 34 St-Hudson Yards, consider an M34-SBS bus to/from stations along 34 St. LIRR will accommodate MetroCard/OMNY holders at no additional charge at Penn Station, Woodside, Forest Hills, Kew Gardens, Jamaica, and Flushing."
11/30/22 3:23 PM,NYC,"BX, 6 Train, Delays",Northbound 6 trains are delayed while we work to correct a switch malfunction near Buhre Av.
11/30/22 3:14 PM,NYC,"MANH, A Train, Delays",Southbound A trains are running with delays after we removed a train with a mechanical problem from service at 190 St.
11/30/22 2:47 PM,NYC,R Line - Weekend Planned Service Changes,"Dec 2 - 5 Fri to Sun, 11:45 PM to 6 AM Sun 11:45 PM to Mon 5 AM No overnight R trains between Atlantic Av-Barclays Ctr and Whitehall St because of signal improvements. Take the 4 or N instead. R trains will run between Atlantic Av-Barclays Ctr and Bay Ridge-95 St. Trains will skip Union St, 4 Av-9 St, Prospect Av, and 25 St in both directions. Transfer between trains at 36 St N/R or Atlantic Av-Barclays Ctr 4/N/R. Note: N trains will skip Jay St-MetroTech, Court St, Whitehall St, Rector St, Cortlandt St, and City Hall in both directions. Dec 2 - 5 Fri to Sun, 11:45 PM to 6 AM Sun 11:45 PM to Mon 5 AM R trains will skip Union St, 4 Av-9 St, Prospect Av, 25 St in both directions because of signal improvements. Dec 3 - 4, Sat and Sun, 5:45 AM to 11:45 PM R trains will run via the Q in both directions between Canal St and DeKalb Av because of signal improvements.  Use the 1/2/3/4/5 at nearby stops. For Jay St-MetroTech and Court St, use nearby Borough Hall 2/3/4 station. For Whitehall St, Rector St, Cortlandt St, and City Hall, use nearby 1 or 4/5 stations. Transfer at Atlantic Av-Barclays Ctr 2/3/4, 14 St-Union Sq 4/5, or Times Sq-42 St 1/2/3/R. Note: At Canal St, R trains will stop at the Q platform. These service changes affect one or more ADA accessible stations. These travel alternatives may not be fully accessible. Please contact 511 to plan your trip. For more information, click on the mta.info link in this email and read station signs."
11/30/22 2:46 PM,NYC,Q Line - Weekend Planned Service Change,"Dec 2 - 5, Fri 10:45 PM to Mon 5 AM No Q trains between Times Sq-42 St and Lexington Av/63 St because of track replacement. Take the F/N/R. Q will run in two sections: 1. Between Stillwell Av and Times Sq-42 St (every 12 minutes, days/evenings). 2. Between Lexington Av/63 St and 96 St (every 15 minutes, days/evenings).  For 49 St and 57 St-7 Av, take the N/R via transfer at Times Sq.  To continue your trip on the Q line, transfer between F and Q trains at 34 St-Herald Sq and/or Lexington Av/63 St. This service change affects one or more ADA accessible stations and travel alternatives may not be fully accessible. Please contact 511 to plan your trip. For more information, click on the mta.info link in this email and read station signs."
11/30/22 2:45 PM,NYC,N Line - Weekend Planned Service Change,"Dec 2 - 5 Fri to Sun, 11:45 PM to 6 AM Sun 11:45 PM to Mon 5 AM N trains will run via the Q in both directions between DeKalb Av and Canal St because of signal improvements.  Use the 1/2/4 at nearby stops For Jay St-MetroTech and Court St, use nearby Borough Hall 2/4 station. For Whitehall St, Rector St, Cortlandt St, and City Hall, use nearby 1 or 4 stations. Transfer at Atlantic Av-Barclays Ctr 2/4, 14 St-Union Sq 4, or Times Sq-42 St 1/2/N. Notes: At Canal St, N trains will stop at the Q platform; also, late night R service will not run between Atlantic Av-Barclays Ctr and Whitehall St during this time. This service change affects one or more ADA accessible stations and travel alternatives may not be fully accessible. Please contact 511 to plan your trip. For more information, click on the mta.info link in this email and read station signs."
11/30/22 2:44 PM,NYC,M Line - Weekend and Ongoing Planned Service Changes,"Dec 3 - 4 Sat 6:15 AM to 11:45 PM Sun 8:15 AM to 11:45 PM No M trains between Delancey-Essex Sts and Myrtle Av because of signal improvements. Take the J and/or free shuttle buses. M trains will run between Metropolitan Av and Myrtle Av. J service will run between Jamaica Center and Hewes St, the last stop. For service between Hewes St and Delancey-Essex Sts, take free shuttle buses.  Transfer between J and M trains at Myrtle Av. Consider the L to/from Manhattan via transfer at Myrtle-Wyckoff Avs. This service change affects one or more ADA accessible stations. These travel alternatives may not be fully accessible. Please contact 511 to plan your trip. For more information, click on the mta.info link in this email and read station signs. Ongoing through Jun 2023 There will be limited access to/from the 3 Av entrance/exit in the Lexington Av/53 St station because we are replacing 25-year-old escalators. Enter/exit the station at Lexington Av instead. To avoid overcrowding situations, consider using the nearby 5 Av/53 St E/M or Lexington Av/59 St N/R/W stations instead."
11/30/22 2:43 PM,NYC,J Line - Weekend Planned Service Change,"Dec 2 - 5, Fri 11:45 PM to Mon 5 AM No J trains between Hewes St and Broad St because of signal improvements. Take free shuttle buses and 4/5/6/F trains. J service will run between Jamaica Center and Hewes St, the last stop. For service between Hewes St and Delancey-Essex Sts, take free shuttle buses. For service between Delancey-Essex Sts and Broad St, use nearby 4/5/6 stations via F to/from Bleecker St/B'way-Lafayette St. Consider A/C/L to/from Manhattan via transfer at Broadway Junction. This service change affects one or more ADA accessible stations. These travel alternatives may not be fully accessible. Please contact 511 to plan your trip. For more information, click on the mta.info link in this email and read station signs."
11/30/22 2:42 PM,NYC,E Line - Weekend and Ongoing Planned Service Changes,"Dec 2 - 5, Fri 9:45 PM to Mon 5 AM E trains will run via the F in both directions between 21 St-Queensbridge and W 4 St because of track maintenance. For Queens Plaza, take the R (days/evenings), or use the 7/N at nearby Queensboro Plaza. For Court Sq-23 St, take the 7. For Lexington Av/53 St, take the 4 local or 6 to/from 59 St N/R or 42 St 7, or use Lexington Av/63 St E/F. For 5 Av/53 St, use nearby F stations at 47-50 Sts or 57 St. For 7 Av, take the D to/from 47-50 Sts or W 4 St. For stations along 8 Av, use the A/C or use nearby F stations along 6 Av. This service change affects one or more ADA accessible stations. These travel alternatives may not be fully accessible. Please contact 511 to plan your trip. For more information, click on the mta.info link in this email and read station signs. Ongoing through Jun 2023 There will be limited access to/from the 3 Av entrance/exit in the Lexington Av/53 St station because we are replacing 25-year-old escalators. Enter/exit the station at Lexington Av instead. To avoid overcrowding situations, consider using the nearby 5 Av/53 St E/M or Lexington Av/59 St N/R/W stations instead."
11/30/22 2:41 PM,NYC,D Line - Weekend Planned Service Changes,"Dec 2 - 5, Fri 11:30 PM to Mon 5 AM No D trains between 161 St-Yankee Stadium and 205 St because of structural maintenance. Take the 4 and/or free shuttle buses. D service will run between Stillwell Av and 161 St-Yankee Stadium, the last stop. For service between 161 St and Bedford Pk Blvd, take the 4 to/from nearby stations via transfer at 161 St. Free shuttle buses will run between Mosholu Pkwy 4 and 205 St. Transfer between the 4 and shuttle buses at Mosholu Pkwy. Note: This service change is expected to recur every weekend until December 19. This service change affects one or more ADA accessible stations. These travel alternatives may not be fully accessible. Please contact 511 to plan your trip. For more information, click on the mta.info link in this email and read station signs. Dec 2 - 5, Fri 11:30 PM to Mon 5 AM Uptown D trains will skip 155 St because of structural maintenance."
11/30/22 2:40 PM,NYC,A Line - Weekend Planned Service Change,"Dec 2 - 5, Fri 9:45 PM to Mon 5 AM No A trains between 168 St and 207 St because of station improvements. Take free shuttle buses and/or 1 service instead. A service will run between 168 St and Lefferts Blvd/Far Rockaway. 1 service will stop nearby between 168 St and 207 St. Free shuttle buses will run along two routes: 1. On Broadway, between 168 St and 207 St 2. On Fort Washington Av, between 168 St and 190 St Transfer between A trains and buses at 168 St. This service change affects one or more ADA accessible stations. Travel alternatives may not be fully accessible. Please contact 511 to plan your trip. For more information, click on the mta.info link in this email and read station signs. Dec 2 - 5, Fri 10 PM to Mon 5 AM Downtown A trains will stop at 50 St, 23 St, and Spring St because of signal modernization."
11/30/22 2:36 PM,NYC,6 Line - Weekend Planned Service Changes,"Dec 3 - 4, Sat 3:45 AM to Sun 10 PM Pelham Bay Park-bound 6 service will skip Castle Hill Av, Zerega Av, Westchester Sq, Middletown Rd, and Buhre Av because of station improvements. Dec 3 - 5, Sat 12:01 AM to Mon 5 AM 6 service will run to/from Bowling Green because of track maintenance."
11/30/22 2:35 PM,NYC,5 Line - Weekend Planned Service Change,"Dec 3 - 4 Saturday, 6 AM to 11 PM Sunday, 9 AM to 11 PM 5 service will run every 20 minutes because of track maintenance."
11/30/22 2:34 PM,NYC,4 Line - Weekend Planned Service Change,"Dec 3 - 4, Sat 3:30 AM to Sun 8:45 AM No 4 service between Utica Av and New Lots Av because of track replacement. Take free shuttle buses. 4 service will run between Woodlawn and Utica Av. Shuttle buses will run between Utica Av and New Lots Av, making all stops.  Transfer between trains and shuttle buses at Utica Av."
11/30/22 2:33 PM,NYC,3 Line - Weekend Planned Service Change,"Dec 3 - 4 Saturday, 6 AM to 11:59 PM Sunday, 8 AM to 10 PM No 3 service between Utica Av and New Lots Av because of track replacement. Take free shuttle buses. 3 service will run between 148 St and Utica Av. Shuttle buses will run between Utica Av and New Lots Av, making all stops.  Transfer between trains and shuttle buses at Utica Av."
11/30/22 2:25 PM,NYC,"Update: BX, 5 Train, Delays",Southbound 5 trains are running with delays after we removed a tree branch from the tracks that caused a train's brakes to activate at Morris Park.
11/30/22 2:23 PM,NYC,"Update: MANH, 6 Train, Delays",Northbound 6 trains are running with delays after we removed a train with a door problem from service at 51 St.
11/30/22 2:14 PM,NYC,"BX, 5 Train, Delays",Southbound 5 trains are delayed while we investigate why a train's brakes activated at Morris Park.
11/30/22 2:14 PM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are delayed while we remove a train with a door problem from service at 51 St.
11/30/22 2:13 PM,NYC,"QNS, 7 Train, Multiple Changes","There is extremely limited 7 service between 34 St-Hudson Yards and Queensboro Plaza while we conduct urgent track maintenance near Vernon Blvd-Jackson Av. Hudson Yards-bound 7 trains will arrive on the Flushing-bound track from Hunters Point Av to 5 Av. As an alternative for service between Manhattan and Queens, consider using an N/W train. For service in Manhattan, consider an S train. For service to/from 34 St-Hudson Yards, consider an M34-SBS bus to/from stations along 34 St."
11/30/22 2:12 PM,NYC,"Update: BKLYN, D and N Trains, Delays",Northbound D/N trains are running with delays after we removed a tree from the tracks near 8 Av. You may wait longer for a southbound N train.
11/30/22 2:00 PM,NYC,"Update: MANH, B and D Trains, Delays",B/D trains are running with delays after we addressed a signal problem at 7 Av.
11/30/22 1:58 PM,NYC,"Update: BX, 6 Train, Delays",6 trains are running with delays in both directions after we addressed a switch problem at Pelham Bay Park.
11/30/22 1:54 PM,NYC,"Update: BKLYN, N Train, Delays",Northbound N trains are running with delays after we moved a train that had its brakes activated at Bay Pkwy.
11/30/22 1:45 PM,NYC,"BKLYN, N Train, Delays",Northbound N trains are delayed while we investigate why a train's brakes activated at Bay Pkwy.
11/30/22 1:37 PM,NYC,"QNS, 7 Train, Delays","There is extremely limited 7 service between 34 St-Hudson Yards and Queensboro Plaza while we conduct urgent track maintenance near Vernon Blvd-Jackson Av. Hudson Yards-bound 7 trains will arrive on the Flushing-bound track at Hunters Point Av and Vernon Blvd-Jackson Av. As an alternative for service between Manhattan and Queens, consider using an N/W train. For service in Manhattan, consider an S train. For service to/from 34 St-Hudson Yards, consider an M34-SBS bus to/from stations along 34 St."
11/30/22 1:22 PM,NYC,"MANH, B Train, Some Delays",You may wait longer for a southbound B train after we addressed a door problem on a train at 125 St.
11/30/22 1:13 PM,NYC,"Update: BKLYN, D and N Trains, Delays","Northbound D/N trains are running with extensive delays after we removed a tree from the tracks near 8 Av. You may wait longer for a southbound N train. D Alternatives In Manhattan, take B trains. In the Bronx, take Bx1 and Bx2 buses. N Alternatives In Manhattan, take Q/R/W trains. In Queens, take W trains."
11/30/22 1:12 PM,NYC,"MANH, QNS, 7 Train, Part Suspended","There is no 7 service between 34 St-Hudson Yards and Queensboro Plaza in both directions. We are investigating what caused a train's brakes to activate near Vernon Blvd-Jackson Av. As an alternative, consider using an N/W train. For service in Manhattan, take an S train."
11/30/22 1:05 PM,NYC,"Update: MANH, C Train, Some Delays",Northbound C trains are running with delays after we conducted an investigation at Canal St.
11/30/22 1:02 PM,NYC,"MANH, A and C Trains, Delays",Northbound A/C trains are delayed while we conduct an investigation at Canal St.
11/30/22 1:01 PM,NYC,"BKLYN, D and N Trains, Delays",Northbound D/N trains are running with delays after we removed a tree from the tracks near 8 Av. Northbound N trains have resumed making their regular stops.
11/30/22 12:46 PM,NYC,"Update: MANH, C and E Trains, Delays",Northbound C/E trains are running with delays after we requested EMS assistance for someone in need of medical help at 14 St. Northbound C/E trains have resumed making their regular stops.
11/30/22 12:38 PM,NYC,"Update: BKLYN, N Train, Trains Rerouted","Northbound N trains are running on the D line from Coney Island-Stillwell Av to 59 St while we continue to remove a tree from the tracks at 8 Av. If your station is missed, take a southbound train to New Utrecht Av or Coney Island-Stillwell Av for Manhattan-bound service."
11/30/22 12:21 PM,NYC,"MANH, C and E Trains, Local to Express",Northbound E trains express from Canal St to 42 St-Port Authority Bus Terminal. Northbound C trains express from Canal St to 59 St-Columbus Circle. EMS is responding to someone in need of medical help at 14 St.
11/30/22 12:14 PM,NYC,"BX, 6 Train, Delays",6 trains are running with delays in both directions while we continue to address a switch problem at Pelham Bay Park. 6 train service between Westchester Sq-E Tremont Av and Pelham Bay Park has resumed.
11/30/22 11:52 AM,NYC,"BKLYN, N Train, Local to Express","Northbound N trains are running express from Kings Hwy to 59 St while we remove a tree from the tracks near 8 Av. If your station is skipped, take a northbound train."
Menu,Menu,Menu,Menu
12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages,12345678910...  Page size:  select  3025 items in 61 pages
11/30/22 11:43 AM,NYC,"Update: BKLYN, N Train, Local to Express","Northbound N trains are running express from Coney Island-Stillwell Av to 59 St while we remove a tree from the tracks near 8 Av. If your station is skipped, take a northbound train."
11/30/22 11:40 AM,NYC,"BX, 6 Train, Part Suspended",6 trains are not running between Westchester Sq-E Tremont Av and Pelham Bay Park while we address a switch problem at Pelham Bay Park. Use Bx24 buses making nearby station stops.
11/30/22 11:36 AM,NYC,"BKLYN, N Train, Trains Rerouted","Northbound N trains are running on the D line from Coney Island-Stillwell Av to 36 St while we remove a tree from the tracks near 8 Av. If your station is skipped, take a southbound N train to New Utrecht Av or Coney Island-Stillwell Av for service to Manhattan."
11/30/22 11:21 AM,NYC,"Update: BKLYN, A Train, Delays",Northbound A trains are running with delays after we moved a train that had its brakes activated near Broadway Junction. Northbound A trains have resumed making their regular stops.
11/30/22 11:13 AM,NYC,"MANH, B and D Trains, Delays",B/D trains are running with delays in both directions while we address a signal problem at 7 Av.
11/30/22 11:02 AM,NYC,"BKLYN, A and C Trains, Multiple Changes",Northbound A trains are running on the local track from Broadway Junction to Hoyt-Schermerhorn Sts. We are investigating what caused a train's brakes to activate near Broadway Junction. You may wait longer for a northbound C train while they share the track with rerouted trains.
11/30/22 10:24 AM,NYC,"Update: MANH, 1 Train, Delays",Northbound 1 trains are running with delays after we corrected a mechanical problem on a train at 28 St.
11/30/22 10:12 AM,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while we investigate a mechanical problem on a train at 28 St.
11/30/22 9:59 AM,NYC,"QNS, M Train, Delays",M trains are running with delays in both directions after FDNY extinguished a building fire near Middle Village-Metropolitan Av. M trains have resumed making scheduled stops between Middle Village-Metropolitan Av and Myrtle Av.
