date,agency,subject,message
11/16/22 1:51 PM,NYC,"MANH, R and W Trains, Delays",Southbound R/W trains are running with delays after we addressed a mechanical problem at Cortlandt St.
11/16/22 1:46 PM,NYC,"BKLYN, B and Q Trains, Multiple Changes",Northbound Q trains are running on the N line from Coney Island-Stillwell Av to Atlantic Av while we remove a train from service at Kings Hwy. Northbound B trains are holding in stations in Brooklyn.
11/16/22 1:39 PM,NYC,"MANH, Q Train, Delays",Southbound Q trains are running with delays after we investigated why a train's brakes were activated at 86 St.
11/16/22 1:32 PM,NYC,"A Train, Delays",Northbound A trains are running with delays after the South Channel Bridge was opened to allow marine traffic to pass.
11/16/22 1:28 PM,NYC,"Update: BKLYN, B and Q Trains, Delays",Northbound B/Q trains are running with delays after we addressed a signal problem at Parkside Av.
11/16/22 1:26 PM,NYC,R Line - Weeknight Planned Service Change,"Nov 16 - 17, Wed 11:45 PM to Thu 5 AM R trains will not run between 59 St and Whitehall St because of urgent track repairs. Take the D/N. Trains will run between 59 St and 95 St during this time. This service change affects one or more ADA accessible stations. Travel alternatives may not be fully accessible. Please contact 511 to plan your trip. For more information, click on the mta.info link in this email and read station signs."
11/16/22 1:25 PM,NYC,N Line - Weeknight Planned Service Change,"Nov 16 - 17, Wed 11:45 PM to Thu 5 AM Coney Island-bound N trains will skip Union St, 4 Av-9 St, Prospect Av, 25 St, 45 St, and 53 St because of urgent track repairs. Take the D or Manhattan-bound N."
11/16/22 1:23 PM,NYC,"Update: BKLYN, 2 and 5 Trains, Delays",Southbound 2/5 trains are running with delays after we performed track maintenance near Church Av.
11/16/22 12:36 PM,NYC,"BKLYN, 2 and 5 Trains, Delays",Southbound 2/5 trains are delayed while we perform track maintenance near Church Av.
11/16/22 12:32 PM,NYC,"BKLYN, F and G Trains, Delays",Northbound F/G trains are running with delays after we repaired a rail near Church Av. Northbound F/G trains have resumed making their regular stops.
11/16/22 12:15 PM,NYC,"Update: MANH, A Train, Delays",Northbound A trains are running with delays after EMS assisted someone in need of medical help at W 4 St-Wash Sq .
11/16/22 12:12 PM,NYC,"Update: BKLYN, F and G Trains, Local to Express","Northbound F and G trains are running express from Church Av to Smith-9 Sts while we repair a rail near Church Av . If your station is skipped, take a southbound train to Church Av for northbound service."
11/16/22 11:53 AM,NYC,"MANH, A, C, and E Trains, Multiple Changes",Northbound A trains are running on the local track from Canal St to 59 St-Columbus Circle while EMS responds to someone in need at W 4 St-Wash Sq. Northbound C/E trains are delayed while they share the same track with rerouted trains.
11/16/22 11:38 AM,NYC,"MANH, 1 Train, Delays",Northbound 1 trains have resumed stopping at 137 St-City College after NYPD completed their investigation at that station.
11/16/22 11:27 AM,NYC,"BKLYN, F and G Trains, Delays",Northbound F/G trains are delayed while we perform track maintenance near Kings Hwy and Church Av.
11/16/22 10:50 AM,NYC,"Update: BKLYN, D and N Trains, Delays",Southbound D/N trains are running with delays after we removed a train with a mechanical problem from service at 36 St.
11/16/22 10:44 AM,NYC,"BKLYN, D and N Trains, Delays",Southbound D/N trains are delayed while we remove a train with a mechanical problem from service at 36 St.
11/16/22 9:32 AM,NYC,"Update: MANH, N, R, and W Trains, Delays",Southbound N/R/W trains are running with delays after we removed a train with a mechanical problem from service at Times Sq-42 St.
11/16/22 9:29 AM,NYC,E Line - Weeknight Planned Service Change SUSPENSION,"A planned service change on the E Line is SUSPENDED tonight, Nov 16 - 17, Wed 9:45 PM to Thu 5 AM; as such, World Trade Center-bound E service will run on its normal route from Queens Plaza to W 4 St during this time."
11/16/22 9:26 AM,NYC,"Update: MANH, F Train, Delays",Southbound F trains are running with delays after we removed a train with a door problem from service at Delancey St-Essex St.
11/16/22 9:24 AM,NYC,"MANH, N, R, and W Trains, Delays",Southbound N/R/W trains are delayed while we remove a train with a mechanical problem from service at Times Sq-42 St.
11/16/22 9:12 AM,NYC,"Update: MANH, N, Q, R, and W Trains, Delays",Southbound N/Q/R/W trains are running with delays after NYPD responded to an unauthorized person on the tracks at 34 St-Herald Sq.
11/16/22 9:11 AM,NYC,"MANH, 1 Train, Stations Skipped","Northbound 1 trains are not stopping at 137 St-City College while NYPD conducts an investigation at that station. For service to/from 137 St-City College, take a southbound train."
11/16/22 9:10 AM,NYC,"MANH, F Train, Delays",Southbound F trains are delayed while we remove a train with a door problem from service at 137 St-City College.
11/16/22 8:51 AM,NYC,"MANH, N, Q, R, and W Trains, Delays",Southbound N/Q/R/W are delayed while NYPD responds to an unauthorized person on the tracks at 34 St-Herald Sq.
11/16/22 8:43 AM,NYC,"E Train, Planned Work Suspension",Tonight's planned work affecting E train service has been suspended. World Trade Center-bound E trains will make regular stops from Jackson Hts-Roosevelt Av to W 4 St-Wash Sq from 9:45 PM to 5:00 AM. This planned work is scheduled to start tomorrow at 9:45 PM.
11/16/22 8:34 AM,NYC,"BKLYN, B and Q Trains, Delays",Northbound B/Q trains are running with delays while we address a signal problem at Parkside Av.
11/16/22 8:31 AM,NYC,"MANH, Q Train, Delays",Southbound Q trains are running with delays after we removed a train with a door problem from service at 86 St.
11/16/22 8:11 AM,NYC,"Update: BKLYN, L Train, Delays",Canarsie-bound L trains are running with delays after we removed a train with a door problem from service at Atlantic Av.
11/16/22 8:04 AM,NYC,"BKLYN, N and R Trains, Delays",Northbound N/R trains are running with delays in Brooklyn after we moved an out-of-service train near 36 St.
11/16/22 7:57 AM,NYC,"BKLYN, L Train, Delays",Canarsie-bound L trains are delayed while we remove a train with a door problem from service at Atlantic Av.
11/16/22 7:57 AM,NYC,"Update: MANH, B and D Trains, Some Delays",Southbound B/D trains are running with delays after we addressed a signal problem at 42 St-Bryant Pk.
11/16/22 7:31 AM,NYC,"MANH, B and D Trains, Some Delays",Southbound B/D trains are delayed while we address a signal problem at 42 St-Bryant Pk.
11/16/22 7:18 AM,NYC,"MANH, 4 and 5 Trains, Delays",Southbound 4/5 trains are running with delays after NYPD responded to someone being disruptive at Bowling Green.
11/16/22 7:15 AM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are running with delays after we requested NYPD assistance for a person being disruptive at Spring St.
11/16/22 7:07 AM,NYC,"MANH, B and D Trains, Delays",Southbound B/D trains are running with delays after NYPD was requested for someone being disruptive on a train at 42 St-Bryant Pk.
11/16/22 6:57 AM,NYC,"MANH, 3 Train, Delays",Southbound 3 trains are running with delays after we removed a train with a mechanical problem from service at Times Sq-42 St.
11/16/22 6:50 AM,NYC,"BKLYN, 2 and 3 Trains, Delays",Southbound 2/3 trains are running with delays after we requested NYPD assistance for a person being disruptive at Borough Hall.
11/16/22 6:46 AM,NYC,"BX, 2 Train, Delays",Southbound 2 trains are running with delays after we removed a train with a door problem from service at 225 St.
11/16/22 6:38 AM,NYC,"MANH, A Train, Delays",Northbound A trains are running with delays after we removed debris from the tracks at 59 St-Columbus Circle.
11/16/22 5:52 AM,NYC,"Update: MANH, 1 Train, Delays",Southbound 1 trains are running with delays after we removed a train with a mechanical problem from service at 215 St.
11/16/22 5:50 AM,NYC,"Update: BX, D Train, Delays",D trains are running with delays in both directions after we restored third-rail power near Fordham Rd.
11/16/22 5:49 AM,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are delayed while we remove a train with a mechanical problem from service at 215 St.
11/16/22 5:44 AM,NYC,"BX, D Train, Delays",D trains are delayed in both directions while we investigate a loss of third-rail power near Fordham Rd.
11/16/22 5:35 AM,NYC,"Update: A and Rockaway Park S Trains, Delays",A/H trains are running with delays in both directions after the South Channel Bridge was opened to allow marine traffic to pass.
11/16/22 5:23 AM,NYC,"A and Rockaway Park S Trains, Delays",A/H trains are delayed in both directions while the South Channel Bridge opens to allow marine traffic to pass.
Menu,Menu,Menu,Menu
...31323334353637383940...  Page size:  select  3025 items in 61 pages,...31323334353637383940...  Page size:  select  3025 items in 61 pages,...31323334353637383940...  Page size:  select  3025 items in 61 pages,...31323334353637383940...  Page size:  select  3025 items in 61 pages
11/16/22 5:06 AM,NYC,"Update: BKLYN, F and G Trains, Delays",Northbound F and G trains are running with delays after we replaced rails near 7 Av. Northbound F/G trains have resumed making scheduled stops from Church Av to Smith-9 Sts.
11/16/22 3:55 AM,NYC,"BKLYN, F and G Trains, Local to Express","Northbound F and G trains are running express from Church Av to Smith-9 Sts. Our crews are replacing rails near 7 Av. For service to/from bypassed stations, take a southbound train."
11/16/22 3:00 AM,NYC,"4 and 6 Trains, Delays",4/6 trains are running with extensive delays in both directions after NYPD responded to an unauthorized person on the tracks near Brooklyn Bridge-City Hall. 4 trains have resumed making scheduled stops between Wall St and Grand Central-42 St. 6 trains have resumed making scheduled stops between Bowling Green and Grand Central-42 St.
11/16/22 2:39 AM,NYC,"BKLYN, Franklin Av S Train, Delays",FS trains are delayed in both directions while we address a switch problem near Botanic Garden.
11/16/22 2:10 AM,NYC,"Update: BX, 5 Train, Delays",5 trains are running with delays in both directions after we removed debris from the tracks that caused a train's brakes to activate near Baychester Av.
11/16/22 2:04 AM,NYC,"Update: BX, 5 Train, Delays",5 trains are delayed in both directions while we investigate why a train's brakes were activated at Baychester Av.
11/16/22 2:03 AM,NYC,"BX, 5 Train, Delays",Southbound 5 trains are delayed while we investigate why a train's brakes were activated at Baychester Av.
11/16/22 1:54 AM,NYC,"Update: MANH, 4 and 6 Trains, Part Suspended","There is no 4 service between Wall St and Grand Central-42 St. There is no 6 service between Bowling Green and Grand Central-42 St. NYPD is responding to an unauthorized person on the tracks near Brooklyn Bridge-City Hall. Additional service changes: Southbound 4/6 trains will end at Grand Central-42 St, and return for northbound service. Northbound 4 trains will end at Wall St or Atlantic Av-Barclays Ctr, and return for southbound service. For service between Brooklyn and Manhattan, consider taking a 2/D/N/Q train."
11/16/22 1:33 AM,NYC,"Update: BX, 4 Train, Delays",Southbound 4 trains are running with delays after we moved a train that had its brakes activated at Mosholu Pkwy.
11/16/22 1:31 AM,NYC,"MANH, 4 and 6 Trains, Delays",4/6 trains are delayed in both directions while NYPD responds to an unauthorized person on the tracks near Brooklyn Bridge-City Hall.
11/16/22 1:24 AM,NYC,"BX, 4 Train, Delays",Southbound 4 trains are delayed while we investigate why a train's brakes were activated at Mosholu Pkwy.
11/16/22 1:08 AM,NYC,"Update: QNS, A Train, Delays",Southbound A trains are running with delays after we addressed a signal malfunction at 88 St.
11/16/22 1:00 AM,NYC,"QNS, A Train, Delays",Southbound A trains are delayed while we troubleshoot a signal malfunction at 88 St.
11/16/22 12:58 AM,NYC,"Update: BKLYN, Q Train, Delays",Northbound Q trains are running with delays after we removed debris from the tracks near Prospect Park.
11/16/22 12:57 AM,NYC,"BKLYN, Q Train, Delays",Northbound Q trains are delayed while we remove debris from the tracks near Prospect Park.
11/16/22 12:53 AM,NYC,"MANH, 4 Train, Delays",Northbound 4 trains are running with delays after EMS assisted someone in need of medical help at 125 St.
11/16/22 12:16 AM,NYC,"Update: MANH, 1, 2, and 3 Trains, Delays",1/2/3 trains are running with delays in both directions after emergency teams concluded an investigation near 79 St.
11/15/22 11:18 PM,NYC,"BKLYN, D Train, Delays",Southbound D trains are delayed while we address a signal problem near Bay 50 St.
11/15/22 11:16 PM,NYC,"BKLYN, N Train, Local to Express","Southbound N trains are running express from Atlantic Av-Barclays Ctr to 59 St. Our crews are performing urgent track maintenance near 59 St. For service to/from bypassed stations, consider using D/R service."
11/15/22 10:34 PM,NYC,"Update: MANH, 1, 2, and 3 Trains, Delays",1/2/3 trains are running with extensive delays in both directions after emergency teams concluded an investigation near 79 St. 1 trains have resumed making schedule stops between Times Sq-42 St and 137 St-City College. 2 trains have resumed remaking regular stops between Nevins St and 149 St-Grand Concourse. 3 trains have resumed regular service in both directions.
11/15/22 10:24 PM,NYC,"7 Train, Delays",7 trains are running with delays in both directions after FDNY responded to a track fire in the tunnel between Manhattan and Queens. 34 St-Hudson Yards-bound 7 trains have resumed making scheduled stops.
11/15/22 10:11 PM,NYC,"Update: 7 Train, Delays","The last stop on 34 St-Hudson Yards-bound 7 trains will be Queensboro Plaza. 7 trains are delayed in both directions. What's Happening? FDNY is responding to a track fire in the tunnel between Manhattan and Queens. As an alternative, consider E/F or N trains."
11/15/22 10:08 PM,NYC,"Update: MANH, 1, 2, and 3 Trains, Multiple Changes",1/2/3 trains are delayed in both directions in both directions while FDNY conducts an investigation at 79 St.
11/15/22 10:05 PM,NYC,"7 Train, Delays",7 trains are delayed in both directions while FDNY responds to a track fire in the tunnel between Manhattan and Queens.
11/15/22 9:51 PM,NYC,"Update: MANH, 1 Train, Local to Express","Northbound 1 trains are running on the express track from 72 St to 96 St while we conduct an investigation at 79 St. Expect a longer wait for a northbound 2/3 train while they share the track with rerouted trains. For service to/from bypassed stations, take a southbound train."
11/15/22 9:45 PM,NYC,"MANH, 1 Train, Local to Express",Northbound 1 trains are running on the express track from 72 St to 96 St while we conduct an investigation at 79 St. Expect a longer wait for a northbound 2/3 train while they share the track with rerouted trains.
11/15/22 9:28 PM,NYC,"QNS, N and W Trains, Delays",Northbound N/W trains are running with delays after we addressed a door problem on a train at 36 Av.
11/15/22 9:19 PM,NYC,"BKLYN, L Train, Delays",L trains are running with delays in both directions after NYPD responded to a person being disruptive at East 105 St.
11/15/22 9:14 PM,NYC,"Update: BKLYN, D, N, and R Trains, Delays",Southbound D/N/R trains are running with delays after we replaced a broken rail near 59 St (Brooklyn). Trains have resumed making regular station stops.
11/15/22 9:11 PM,NYC,"Update: BKLYN, A and C Trains, Delays",A/C trains are running with delays in both directions after NYPD responded to an unauthorized person on the tracks at Nostrand Av. Trains have resumed making regular station stops and boarding on their designated platforms.
11/15/22 9:03 PM,NYC,"BKLYN, A and C Trains, Multiple Changes","Northbound C trains are running express from Broadway Junction to Hoyt-Schermerhorn Sts. What's Happening? NYPD is responding to an unauthorized person on the tracks at Nostrand Av. Additional Service Updates: If your stop is skipped, take a southbound local train. Board all trains on the upper level at Nostrand Av. Expect delays in A/C service while trains share tracks."
11/15/22 9:02 PM,NYC,"MANH, 2 and 3 Trains, Some Delays",Northbound 2/3 trains are running with delays after we addressed a door problem on a train at 72 St.
11/15/22 8:54 PM,NYC,"Update: BKLYN, A and C Trains, Multiple Changes","Northbound C trains are running express from Broadway Junction to Hoyt-Schermerhorn Sts. What's Happening? NYPD is responding to an unauthorized person on the tracks at Nostrand Av. Additional Service Updates: If your stop is skipped, take a southbound local train. Expect delays in A/C service while trains share tracks."
11/15/22 8:50 PM,NYC,"BKLYN, A and C Trains, Delays",Northbound A/C trains are delayed while NYPD responds to an unauthorized person on the tracks at Nostrand Av.
11/15/22 8:46 PM,NYC,"Update: BKLYN, D, N, and R Trains, Multiple Changes","Southbound R trains are running express from Atlantic Av-Barclays Ctr to 59 St (Brooklyn). What's Happening? We're replacing a broken rail near 59 St (Brooklyn). Additional Service Updates: Some southbound D trains are running local from DeKalb Av to 36 St. If your stop is skipped, take a northbound train. Expect delays in D/N/R service."
11/15/22 8:39 PM,NYC,"Update: MANH, 1 Train, Delays",Southbound 1 trains are running with delays after we addressed a door problem on a train at 79 St.
11/15/22 8:35 PM,NYC,"Update: BKLYN, D, N, and R Trains, Multiple Changes","Southbound R trains are running express from Atlantic Av-Barclays Ctr to 59 St (Brooklyn). What's Happening? We're replacing a broken rail near 59 St (Brooklyn). Additional Service Updates: If your stop is skipped, take a northbound train. Expect delays in D/N/R service."
11/15/22 8:34 PM,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are delayed while we address a door problem on a train at 79 St.
11/15/22 8:27 PM,NYC,"Update: BKLYN, N and R Trains, Delays",Southbound N/R trains are delayed while we replace a broken rail near 59 St (Brooklyn).
11/15/22 8:26 PM,NYC,"BKLYN, N and R Trains, Delays",Southbound N/R trains are delayed while we conduct urgent track maintenance near 59 St (Brooklyn).
11/15/22 8:23 PM,NYC,"MANH, B and D Trains, Delays",You may wait longer for a southbound B/D train in Brooklyn after we addressed a signal problem near 42 St-Bryant Pk.
11/15/22 7:32 PM,NYC,"MANH, N Train, Delays",Southbound N trains are running with delays after we investigated reports of people being disruptive at 86 St (Brooklyn).
11/15/22 7:22 PM,NYC,"Update: MANH, C, E, and M Trains, Delays",Northbound C/E and Forest Hills-bound M trains are running with delays after we addressed a signal problem near Lexington Av/53 St. Northbound C and Forest Hills-bound M trains have resumed making regular stops in Manhattan.
11/15/22 7:22 PM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are running with delays after we investigated reports of people being disruptive at 103 St.
11/15/22 6:58 PM,NYC,"BKLYN, G Train, Delays",Church Av-bound G trains are running with delays after we removed a train with a mechanical problem from service at 4 Av-9 St.
11/15/22 6:46 PM,NYC,"Update: BKLYN, A and C Trains, Delays",Northbound A/C trains are running with delays after we removed a train with a mechanical problem from service at Broadway Junction.
11/15/22 6:45 PM,NYC,"MANH, C, E, F, and M Trains, Multiple Changes",Northbound C/E/F and Forest Hills-bound M trains are running with delays while we address a signal problem near Lexington Av/53 St. Additional Service Changes: Some C trains are running express from Canal St to 59 St-Columbus Circle Some M trains are running via the F line from 47-50 Sts-Rockefeller Ctr to Jackson Hts-Roosevelt Av
11/15/22 6:42 PM,NYC,"BKLYN, A and C Trains, Delays",Northbound A/C trains are delayed while we remove a train with a mechanical problem from service at Broadway Junction.
11/15/22 6:26 PM,NYC,"BX, 2 Train, Delays",Northbound 2 trains are running with delays after EMS responded to a person in need of medical help at Jackson Av. Northbound 2 trains have resumed running on the local track from 3 Av-149 St to E 180 St.
11/15/22 6:03 PM,NYC,"Update: MANH, A, C, and E Trains, Delays",Southbound A/C/E trains are running with delays after we addressed a signal problem near 34 St-Penn Station. Trains have resumed making regular stops.
Menu,Menu,Menu,Menu
...31323334353637383940...  Page size:  select  3025 items in 61 pages,...31323334353637383940...  Page size:  select  3025 items in 61 pages,...31323334353637383940...  Page size:  select  3025 items in 61 pages,...31323334353637383940...  Page size:  select  3025 items in 61 pages
11/15/22 5:57 PM,NYC,"BX, 2 Train, Local to Express","Northbound 2 trains are running express from 3 Av-149 St to E 180 St while we request medical help for someone at Jackson Av. If your stop is skipped, take a southbound train."
11/15/22 5:57 PM,NYC,"Update: MANH, R and W Trains, Delays",Southbound R/W trains are running with delays after we removed a vandalized train car from service at 8 St-NYU.
11/15/22 5:53 PM,NYC,"MANH, R and W Trains, Delays",Southbound R/W trains are delayed while we remove a vandalized train car from service at 8 St-NYU.
11/15/22 5:52 PM,NYC,"MANH, N, R, and W Trains, Some Delays",Southbound N/R/W trains are running with delays after we addressed a door problem on a train at Lexington Av/59 St.
11/15/22 5:44 PM,NYC,"MANH, A, C, and E Trains, Multiple Changes",Southbound C/E trains are running at slower speeds while we address a signal problem near 34 St-Penn Station. Some E trains will run express from 42 St-Port Authority Bus Terminal to Canal St. Expect delays in A/C/E service while trains share tracks.
11/15/22 5:38 PM,NYC,"QNS, 7 Train, Delays",Main St-bound 7 trains are running with delays after we moved a train that had its emergency brake cord pulled at Junction Blvd.
11/15/22 5:04 PM,NYC,"Update: QNS, F Train, Delays",You may wait longer for a southbound F train in Manhattan and Brooklyn after we moved multiple trains that had their brakes activated near Elmhurst Av.
11/15/22 4:50 PM,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are running with delays after NYPD responded to a person being disruptive at 72 St.
11/15/22 4:47 PM,NYC,"6 Train, Delays",Northbound 6 trains are running with delays after we investigated reports of someone being disruptive earlier in the Bronx.
11/15/22 4:35 PM,NYC,"QNS, E and F Trains, Delays",Southbound E/F trains are running with delays after we moved multiple trains that had their brakes activated near Elmhurst Av.
11/15/22 4:25 PM,NYC,"Update: MANH, A, C, and E Trains, Delays",A/C/E trains are running with delays in both directions after we removed a train with a mechanical problem from service at Canal St.
11/15/22 4:18 PM,NYC,"MANH, A, C, and E Trains, Delays",Northbound A/C/E trains are delayed while we remove a train with a mechanical problem from service at Canal St.
11/15/22 4:07 PM,NYC,"Update: MANH, C and E Trains, Delays",Northbound C/E trains are running with delays after we investigated a report of a person being disruptive on a train at Spring St.
11/15/22 4:06 PM,NYC,"MANH, C and E Trains, Delays",Northbound C/E trains are delayed while we investigate a report of a person being disruptive on a train at Spring St.
11/15/22 3:37 PM,NYC,"Update: MANH, F and M Trains, Delays",Coney Island-bound F and Metropolitan Av-bound M trains are running with delays after someone was holding the doors open on a train at Rockefeller Ctr.
11/15/22 3:34 PM,NYC,"MANH, F and M Trains, Delays",Coney Island-bound F and Metropolitan Av-bound M trains are delayed while we address a door problem on a train at 47-50 Sts-Rockefeller Ctr.
11/15/22 3:17 PM,NYC,"Update: MANH, F and M Trains, Delays",Coney Island-bound F and Metropolitan Av-bound M trains are running with delays after NYPD responded to a person being disruptive at Delancey St-Essex St. Trains have resumed making regular station stops.
11/15/22 3:17 PM,NYC,"BKLYN, B Train, Delays",Northbound B trains are running with delays after we moved a train that had its emergency brake cord pulled at Cortelyou Rd.
11/15/22 3:14 PM,NYC,"Update: BKLYN, MANH, A, C, F, and M Trains, Multiple Changes","Southbound F trains are running via the A line from W 4 St-Wash Sq to Jay St-MetroTech. Metropolitan Av-bound M trains are delayed. What's Happening? NYPD is responding to a person being disruptive at Delancey St-Essex St. Additional Service Updates: For service to bypassed stations, take a northbound F train. For service between Delancey St-Essex St and Brooklyn, take a J train. Expect delays in A/C/F service while trains share tracks."
11/15/22 3:12 PM,NYC,"Update: MANH, F and M Trains, Delays","Southbound F trains are running via the A line from W 4 St-Wash Sq to Jay St-MetroTech. Metropolitan Av-bound M trains are delayed. What's Happening? NYPD is responding to a person being disruptive at Delancey St-Essex St. Additional Service Updates: For service to bypassed stations, take a northbound F train. For service between Delancey St-Essex St and Brooklyn, take a J train."
11/15/22 3:09 PM,NYC,"Update: MANH, F and M Trains, Delays",Coney Island-bound F and Metropolitan Av-bound M trains are delayed while NYPD responds to a person being disruptive at Delancey St-Essex St.
11/15/22 3:05 PM,NYC,"MANH, F and M Trains, Delays",Coney Island-bound F and Metropolitan Av-bound M trains are delayed while NYPD responds to a person being disruptive at W 4 St-Wash Sq.
11/15/22 2:54 PM,NYC,"Update: MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are running with delays after we moved a train with a mechanical problem at 14 St.
11/15/22 2:52 PM,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are delayed while we address a mechanical problem on a train at 14 St.
11/15/22 2:34 PM,NYC,"Update: MANH, C and E Trains, Delays",Northbound C/E trains are running with delays after NYPD responded to a person being disruptive on a train at 14 St.
11/15/22 2:32 PM,NYC,"MANH, C and E Trains, Delays",Northbound C/E trains are delayed while NYPD responds to a person being disruptive on a train at 14 St.
11/15/22 1:29 PM,NYC,"Update: BKLYN, MANH, L Train, Delays",8 Av-bound L trains are running with delays after we moved a train with a door problem at DeKalb Av.
11/15/22 1:17 PM,NYC,"BKLYN, MANH, L Train, Delays",8 Av-bound L trains are delayed while we investigate a door problem on a train at DeKalb Av.
11/15/22 12:57 PM,NYC,"Update: BX, 2 and 5 Trains, Delays",Southbound 2/5 trains are running with delays after we removed a train in need of cleaning from service at Freeman St.
11/15/22 12:52 PM,NYC,"BX, 2 and 5 Trains, Delays",Southbound 2/5 trains are delayed while we remove a train in need of cleaning from service at Freeman St.
11/15/22 12:28 PM,NYC,"BKLYN, Q Train, Delays",Northbound Q trains are running with delays after we moved a train car that was vandalized from service at Brighton Beach.
11/15/22 12:20 PM,NYC,"Update: MANH, 6 Train, Delays",Northbound 6 trains are running with delays after we removed a train with a mechanical problem from service at 14 St-Union Sq.
11/15/22 12:13 PM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are delayed while we remove a train with a mechanical problem from service at 14 St-Union Sq.
11/15/22 11:57 AM,NYC,"Update: N and Q Trains, Delays",N/Q trains are running with delays in both directions after we fixed a signal problem on the Manhattan Bridge. Southbound N/Q trains have resumed making their regular stops.
11/15/22 11:24 AM,NYC,"QNS, E, F, M, and R Trains, Delays",Southbound E/F/M/R trains are delayed while we investigate an earlier signal problem near 36 St.
11/15/22 11:09 AM,NYC,"Update: N and Q Trains, Some Reroutes",N/Q trains are running with delays in both directions while we address a signal problem on the Manhattan Bridge. Some southbound N/Q trains will run on the R line from Canal St to DeKalb Av. Listen for train announcements to hear if your train will be rerouted.
11/15/22 10:00 AM,NYC,"N and Q Trains, Some Reroutes",Southbound N/Q trains are delayed while we address a signal problem on the Manhattan Bridge. Some southbound N/Q trains will run on the R line from Canal St to DeKalb Av. Listen for train announcements to hear if your train will be rerouted.
11/15/22 9:57 AM,NYC,"Update: MANH, R and W Trains, Delays",Northbound R/W trains are running with delays after EMS assisted someone in need of medical help at Canal St. Northbound R/W trains have resumed making their regular stops.
11/15/22 9:38 AM,NYC,"MANH, R and W Trains, Local to Express",Northbound R/W trains are running on the express track from Canal St to 34 St-Herald Sq. EMS is responding to someone in need of medical help at Canal St.
11/15/22 9:36 AM,NYC,"Update: MANH, 4 and 5 Trains, Delays",Southbound 4/5 trains are running with delays after we requested NYPD assistance for someone being disruptive on a train at Grand Central-42 St.
11/15/22 9:24 AM,NYC,"MANH, 4 and 5 Trains, Delays",Southbound 4/5 trains are delayed while we request NYPD assistance for someone being disruptive on a train at Grand Central-42 St.
11/15/22 9:05 AM,NYC,"MANH, 4 and 5 Trains, Delays",Southbound 4/5 trains are running with delays after we requested EMS for someone in need of medical assistance on a train at 14 St-Union Sq.
11/15/22 8:51 AM,NYC,"Update: BX, B and D Trains, Delays",Southbound B/D trains are running with delays after we removed a train with a sick customer from service at Tremont Av. Southbound B/D trains have resumed making their regular stops.
11/15/22 8:32 AM,NYC,"Update: MANH, A and D Trains, Delays",A/D trains are running with delays in both directions after FDNY investigated a report of smoke at 125 St. Northbound A/D trains have resumed making their regular stops.
11/15/22 8:27 AM,NYC,"Update: QNS, M and R Trains, Delays",M/R trains are running with delays in both directions after FDNY extinguished a track fire at Grand Av-Newtown.
11/15/22 8:18 AM,NYC,"QNS, M and R Trains, Delays",M/R trains are delayed in both directions while FDNY extinguishes a track fire at Grand Av-Newtown.
11/15/22 8:16 AM,NYC,"Update: BX, B and D Trains, Local to Express",Southbound B/D trains are running express from Bedford Park Blvd to Tremont Av while EMS responds to someone in need of medical help at Tremont Av.
11/15/22 8:04 AM,NYC,"MANH, A Train, Delays",Southbound A trains are running with delays after we removed a train with a mechanical problem from service at W 4 St-Wash Sq. Southbound A express service has resumed from 59 St-Columbus Circle to Canal St.
11/15/22 8:01 AM,NYC,"QNS, J Train, Delays",J trains are running with delays in both directions after we moved a train that had its brakes activated at 104 St.
11/15/22 8:01 AM,NYC,"BX, D Train, Local to Express",Southbound D trains are running express from Bedford Park Blvd to Tremont Av while EMS responds to someone in need of medical help at Tremont Av.
Menu,Menu,Menu,Menu
...31323334353637383940...  Page size:  select  3025 items in 61 pages,...31323334353637383940...  Page size:  select  3025 items in 61 pages,...31323334353637383940...  Page size:  select  3025 items in 61 pages,...31323334353637383940...  Page size:  select  3025 items in 61 pages
11/15/22 7:58 AM,NYC,"MANH, A and D Trains, Express to Local",Northbound A/D trains are running on the local track from 59 St-Columbus Circle to 125 St while FDNY investigates a report of smoke at 125 St.
11/15/22 7:38 AM,NYC,"MANH, A Train, Express to Local",Southbound A trains are running on the local track from 59 St-Columbus Circle to Canal St. We're removing a train with a mechanical problem from service at W 4 St-Wash Sq.
11/15/22 7:17 AM,NYC,"Update: BKLYN, 2 and 4 Trains, Delays",Northbound 2/4 trains are running with delays after NYPD responded to an unauthorized person on the tracks at Atlantic Av-Barclays Ctr.
11/15/22 7:16 AM,NYC,"N and Q Trains, Some Reroutes",Southbound N/Q trains are delayed while we address a signal problem on the Manhattan Bridge. Some southbound N/Q trains are running on the R line from Canal St to DeKalb Av.
11/15/22 7:03 AM,NYC,"Update: MANH, B and C Trains, Delays",Southbound B/C trains are running with delays after we addressed a signal problem near 145 St. Southbound B/C trains have resumed stopping at 135 St.
